movieId;title;genres;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons
3457;Waking the Dead;Drama;Waking the Dead;2000;R;24 Mar 2000;105 min;Drama, Mystery, Romance;Keith Gordon;Scott Spencer, Robert Dillon;Billy Crudup, Bill Haugland, Nelson Landrieu;A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.;English;United States, Canada;1 nomination;https://m.media-amazon.com/images/M/MV5BNDY1ODcyZmQtMjFlMC00MjNkLWExZDMtMGY5OGRhZWFlOTAwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '59/100'}];59.0;6.5;7,345;tt0127349;movie;12 Apr 2005;$270,745;USA Films;;True;
3459;Gothic;Drama|Horror;Gothic;1986;R;10 Apr 1987;87 min;Drama, Fantasy, Horror;Ken Russell;Stephen Volk, Lord Byron, Percy Bysshe Shelley;Gabriel Byrne, Julian Sands, Natasha Richardson;The Shelleys visit Lord Byron and compete to write a horror story.;English;United Kingdom;2 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BOGZlN2UwYmUtMmRmMy00NzY5LTgyYjItNTk5NjQwZWM3MzJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}];;5.7;8,214;tt0091142;movie;26 Feb 2002;$916,172;;;True;
3460;Hillbillys in a Haunted House;Comedy;Hillbillys in a Haunted House;1967;TV-G;01 May 1967;86 min;Comedy, Family, Horror;Jean Yarbrough;Duke Yelton;Ferlin Husky, Joi Lansing, Don Bowman;A trio of country singers becomes stranded at a haunted mansion and gets mixed up with spies.;English;United States;;https://m.media-amazon.com/images/M/MV5BNmY5OWZiMTgtNTg5Zi00ZGQ5LWEyMzEtZTMyNDAzZGFhMDQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}];;2.7;1,378;tt0061765;movie;14 Mar 2000;;;;True;
3461;Lord of the Flies;Adventure|Drama|Thriller;Lord of the Flies;1990;R;16 Mar 1990;90 min;Adventure, Drama, Thriller;Harry Hook;William Golding, Jay Presson Allen;Balthazar Getty, Chris Furrh, Danuel Pipoly;Stranded on an island, a group of schoolboys degenerate into savagery.;English;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BMDczN2I3NzItNjdlMS00YmNhLTkyODQtZGI1YWQ0NmViMTgwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '49/100'}];49.0;6.4;31,681;tt0100054;movie;20 Nov 2001;$13,985,225;;;True;
3462;Modern Times;Comedy;Modern Times;1936;G;25 Feb 1936;87 min;Comedy, Drama, Romance;Charles Chaplin;Charles Chaplin;Charles Chaplin, Paulette Goddard, Henry Bergman;The Tramp struggles to live in modern industrial society with the help of a young homeless woman.;English;United States;4 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '96/100'}];96.0;8.5;245,659;tt0027977;movie;16 Nov 2010;$163,577;;;True;
3463;Last Resort;Comedy;Last Resort;2012–2013;TV-14;27 Sep 2012;60 min;Action, Drama, Mystery;;Karl Gajdusek, Shawn Ryan;Andre Braugher, Scott Speedman, Daisy Betts;A U.S. sub picks up Navy SEALs and receives an order for a nuke launch. Due to the circumstances of the order, the Captain refuses to fire. After escaping an attack from another U.S. sub, the crew and SEALs take refuge on a small ...;English;United States;Nominated for 2 Primetime Emmys. 6 nominations total;https://m.media-amazon.com/images/M/MV5BMTcwMzM4OTI1MV5BMl5BanBnXkFtZTcwNjQ5MDM1OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}];;7.3;21,824;tt2172103;series;;;;;True;1.0
3464;Solar Crisis;Sci-Fi|Thriller;Solar Crisis;1990;PG-13;14 Jul 1990;112 min;Sci-Fi, Thriller;Richard C. Sarafian, Arthur Marks;Takeshi Kawata, Joe Gannon, Tedi Sarafian;Tim Matheson, Charlton Heston, Peter Boyle;A huge Solar flare is predicted to fry Earth. Astronauts must fly to the sun to drop a talking bomb (Freddy) at the right time so the flare will point somewhere else. Giant IXL Corp C.E.O. Teague thinks the flare won't happen and ...;English;Japan, United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNzcwNDg2NjMtZTJhYi00NmY4LWJkNzQtZmFmOTdkNzY4Nzk0XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}];;4.0;1,977;tt0100649;movie;17 Mar 1993;;;;True;
3465;That's Life!;Drama;That's Life;1998;;18 Dec 1998;108 min;Comedy, Adventure;Aldo Baglio, Giacomo Poretti, Giovanni Storti;Aldo Baglio, Giovanni Storti, Giacomo Poretti;Aldo Baglio, Giovanni Storti, Giacomo Poretti;Aldo, called Bancomat, has been detained for two years and four months in the San Vittore prison for forgery of credit cards.;Italian;Italy;4 nominations;https://m.media-amazon.com/images/M/MV5BMTc5MjMyNTUwOV5BMl5BanBnXkFtZTcwODE0NDQzMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}];;7.0;5,246;tt0166556;movie;;;;;True;
3466;Heart and Souls;Comedy|Fantasy;Heart and Souls;1993;PG-13;13 Aug 1993;104 min;Comedy, Drama, Fantasy;Ron Underwood;Gregory Hansen, Erik Hansen, Brent Maddock;Robert Downey Jr., Charles Grodin, Alfre Woodard;An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.;English;United States;1 win & 10 nominations;https://m.media-amazon.com/images/M/MV5BZDAxMWY4N2ItOWI5ZS00Zjg5LWE0YWYtZDhjNDc1YjYxNjgxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}];56.0;7.0;18,100;tt0107091;movie;13 Mar 2007;$16,589,540;;;True;
3467;Hud;Drama|Western;Hud;1963;Passed;29 May 1963;112 min;Drama, Western;Martin Ritt;Irving Ravetch, Harriet Frank Jr., Larry McMurtry;Paul Newman, Melvyn Douglas, Patricia Neal;Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.;English;United States;Won 3 Oscars. 17 wins & 17 nominations total;https://m.media-amazon.com/images/M/MV5BYjA3MzFlZDQtNTY3Ny00OTM1LWI1ODctNmE4ZWM5ZTU2MjA5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;7.8;22,565;tt0057163;movie;02 Dec 2003;;Paramount Pictures;;True;
3468;Hustler, The;Drama;The Hustler: The Inside Story;2002;;04 Jun 2002;24 min;Documentary, Short;David Naylor;Edward Yost;Bruce Chandler, Stanley Cohen, Jackie Gleason, Ulu Grosbard;;English;USA;;;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}];;6.9;38;tt0327909;movie;;;;;True;
3469;Inherit the Wind;Drama;Inherit the Wind;1960;Passed;30 Aug 1960;128 min;Biography, Drama, History;Stanley Kramer;Nedrick Young, Harold Jacob Smith, Jerome Lawrence;Spencer Tracy, Fredric March, Gene Kelly;Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.;English;United States;Nominated for 4 Oscars. 3 wins & 11 nominations total;https://m.media-amazon.com/images/M/MV5BZjcwZjhlZmEtNjg3ZC00OTEwLWFjY2MtMDg2OTQwZWJmMGM3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}];75.0;8.1;31,081;tt0053946;movie;11 Dec 2001;;United Artists, Fox, MGM/UA Home Entertainment Inc.;;True;
3470;Dersu Uzala;Adventure|Drama;Dersu Uzala;1975;G;20 Dec 1977;142 min;Adventure, Biography, Drama;Akira Kurosawa;Akira Kurosawa, Yuriy Nagibin, Vladimir Arsenev;Maksim Munzuk, Yuriy Solomin, Mikhail Bychkov;The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.;Russian, Chinese;Soviet Union, Japan;Won 1 Oscar. 8 wins & 2 nominations total;https://m.media-amazon.com/images/M/MV5BM2MwZWNkZTktOWIxNS00ZWQ0LTg3ZDEtYTRlZDFmMWVjMjVmXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}];;8.2;31,154;tt0071411;movie;22 Mar 2007;;New World Pictures;;True;
3471;Close Encounters of the Third Kind;Drama|Sci-Fi;Close Encounters of the Third Kind;1977;PG;14 Dec 1977;138 min;Drama, Sci-Fi;Steven Spielberg;Steven Spielberg, Hal Barwood, Jerry Belson;Richard Dreyfuss, François Truffaut, Teri Garr;Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.;English, French, Spanish, Hindi;United States, United Kingdom;Won 1 Oscar. 15 wins & 39 nominations total;https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}];90.0;7.6;205,994;tt0075860;movie;27 Aug 2002;$135,189,114;;;True;
3473;Jonah Who Will Be 25 in the Year 2000;Comedy;Jonah Who Will Be 25 in the Year 2000;1976;;01 Dec 1976;116 min;Drama;Alain Tanner;John Berger, Alain Tanner;Myriam Boyer, Jean-Luc Bideau, Miou-Miou;"The European equivalent of ""The Return of the Secaucus 7,"" this Swiss film looks at the lives of several men and women in their 30s as they confront the slim gains of the ""revolutionary"" sixties. Max, a dissatisfied copy editor; M...";French;Switzerland, France;2 wins;https://m.media-amazon.com/images/M/MV5BY2Q4MTRkZWMtNWE2My00NmQzLWEzOGQtMTg5NDFmOWM4YjBiL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}];;7.5;1,135;tt0074718;movie;;;;;True;
3474;Retroactive;Sci-Fi|Thriller;Retroactive;1997;R;01 Jan 1997;91 min;Action, Crime, Drama;Louis Morneau;Michael Hamilton-Wright, Robert Strauss, Phillip Badger;Jim Belushi, Kylie Travis, Shannon Whirry;A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.;English;United States;6 wins & 4 nominations;https://m.media-amazon.com/images/M/MV5BY2Y5OGRmMTAtYTUwYS00M2JmLThmOTItZmVjOTQ4ZjM5ZDlhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}];;6.2;6,406;tt0117468;movie;06 Mar 2007;;;;True;
3476;Jacob's Ladder;Horror|Mystery|Thriller;Jacob's Ladder;1990;R;02 Nov 1990;113 min;Drama, Horror, Mystery;Adrian Lyne;Bruce Joel Rubin;Tim Robbins, Elizabeth Peña, Danny Aiello;Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of...;English;United States;3 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BZTg5MTMyNjktNTZhOC00MGFlLWFlMTMtZGU2MjE3OWQ3NjJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;7.4;111,366;tt0099871;movie;21 Aug 2001;$26,118,851;;;True;
3477;Empire Records;Comedy|Drama;Empire Records;1995;PG-13;20 Oct 1995;90 min;Comedy, Drama, Music;Allan Moyle;Carol Heikkinen;Anthony LaPaglia, Debi Mazar, Maxwell Caulfield;Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.;English;United States;1 win;https://m.media-amazon.com/images/M/MV5BMjExMmQ1NmItOWEyOC00NzZjLWE0NWItNmE1NmNkY2NmODk5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '30/100'}];30.0;6.7;58,047;tt0112950;movie;02 Sep 2008;$273,188;;;True;
3479;Ladyhawke;Adventure|Fantasy|Romance;Ladyhawke;1985;PG-13;12 Apr 1985;121 min;Adventure, Comedy, Drama;Richard Donner;Edward Khmara, Michael Thomas, Tom Mankiewicz;Matthew Broderick, Rutger Hauer, Michelle Pfeiffer;The thief Gaston escapes the dungeon of medieval Aquila through the latrine. Soldiers are about to kill him when Navarre saves him. Navarre, traveling with his spirited hawk, plans to kill the bishop of Aquila with help from Gaston.;English;United States, Italy, United Kingdom;Nominated for 2 Oscars. 5 wins & 7 nominations total;https://m.media-amazon.com/images/M/MV5BZjhkMmFmMGMtZTIwMy00NGE0LThkZWQtOWNjMDQ1NTY4MmNjXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '64/100'}];64.0;6.9;48,560;tt0089457;movie;15 Aug 2000;$18,432,000;;;True;
3480;Lucas;Drama;Lucas;1986;PG-13;28 Mar 1986;100 min;Comedy, Drama, Romance;David Seltzer;David Seltzer;Corey Haim, Kerri Green, Charlie Sheen;A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other.;English;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BYjc3MjQ5ZjQtOWE4NC00MjdhLWFhNjctOWJmNDg5NzAyODZiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '75/100'}];75.0;6.9;16,753;tt0091445;movie;11 Mar 2003;$8,200,000;20th Century Fox;;True;
3481;High Fidelity;Comedy;High Fidelity;2000;R;31 Mar 2000;113 min;Comedy, Drama, Music;Stephen Frears;Nick Hornby, D.V. DeVincentis, Steve Pink;John Cusack, Iben Hjejle, Todd Louiso;Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.;English, Danish;United Kingdom, United States;Nominated for 1 BAFTA Award3 wins & 22 nominations total;https://m.media-amazon.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}];79.0;7.4;183,285;tt0146882;movie;08 Apr 2003;$27,287,137;Touchstone Pictures;;True;
3482;Price of Glory;Drama;Price of Glory;2000;PG-13;31 Mar 2000;118 min;Drama, Sport;Carlos Avila;Phil Berger;Jimmy Smits, Maria del Mar, Jon Seda;A father whose boxing career was derailed channels his love of the sport into coaching his three sons - but when an outside manager offers to take over, the family threatens to split in this hard-hitting drama.;English;United States;1 win & 2 nominations;https://m.media-amazon.com/images/M/MV5BNDYyNTg0YWMtYWNlNy00Y2ViLWFhN2ItZDJjYzFhYTk4YzIwXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '32/100'}];32.0;6.1;885;tt0188160;movie;21 Nov 2000;$3,440,228;;;True;
3484;Skulls, The;Thriller;Fractured Skulls: The Making of Headspace;2006;;12 Sep 2006;27 min;Short;Andrew van den Houten;;William Atherton, Christopher Denham, Larry Fessenden, Olivia Hussey;Behind the scenes of the 2005 movie Headspace.;English;USA;;https://m.media-amazon.com/images/M/MV5BMmI1ZDUyNDUtOGVkYi00YmE2LWFlODUtYThiMzM5NjhhODBmXkEyXkFqcGdeQXVyMTQ2ODk1NQ@@._V1_SX300.jpg;[];;;;tt2275699;movie;;;;;True;
3486;Devil Girl From Mars;Sci-Fi;Devil Girl from Mars;1954;Approved;27 Apr 1955;77 min;Horror, Sci-Fi;David MacDonald;John C. Mather, James Eastwood;Hugh McDermott, Hazel Court, Peter Reynolds;An uptight, leather-clad female alien, armed with a ray gun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock.;English;United Kingdom;;https://m.media-amazon.com/images/M/MV5BMDFkNzE2ZmMtNjc5OS00OWIxLTg0ZWYtZDUyYzJhZTNlZTU3XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}];;4.8;1,711;tt0046907;movie;12 Aug 2003;;;;True;
3489;Hook;Adventure|Fantasy;Hook;1991;PG;11 Dec 1991;142 min;Adventure, Comedy, Family;Steven Spielberg;J.M. Barrie, James V. Hart, Nick Castle;Dustin Hoffman, Robin Williams, Julia Roberts;When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.;English;United States;Nominated for 5 Oscars. 6 wins & 23 nominations total;https://m.media-amazon.com/images/M/MV5BNmJjNTQzMjctMmE2NS00ZmYxLWE1NjYtYmRmNjNiMzljOTc3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;6.8;259,811;tt0102057;movie;01 Feb 2005;$119,654,823;;;True;
3490;Horror Express;Horror;Horror Express;1972;R;03 Jan 1974;88 min;Adventure, Horror, Sci-Fi;Eugenio Martín;Arnaud d'Usseau, Julian Zimet;Christopher Lee, Peter Cushing, Alberto de Mendoza;While on the Trans-Siberian Express, an anthropologist and his rival must contain the threat posed by the former's cargo: a prehistoric ape which is the host for a parasitic life-form.;Spanish, English;Spain, United Kingdom;1 win & 1 nomination;https://m.media-amazon.com/images/M/MV5BMmYzMjEwYzUtNjZlZC00OWUzLWJhNjMtZWIxMTQ2Njg0YTIyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}];68.0;6.5;11,601;tt0068713;movie;01 Jan 2003;;;;True;
3491;My Chauffeur;Comedy;My Chauffeur;1986;R;24 Jan 1986;97 min;Comedy;David Beaird;David Beaird;Deborah Foreman, Sam J. Jones, Sean McClory;A free-spirited young woman (Deborah Foreman) upsets the status quo at a stuffy Brentwood limousine service.;English;United States;;https://m.media-amazon.com/images/M/MV5BZjE4NmQzZWQtOWU4MS00NTlhLThmYjctYzlhMGM1YmZiMTNhL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '37/100'}];37.0;5.5;2,052;tt0091579;movie;01 Jan 2013;$4,781,448;;;True;
3494;True Grit;Adventure|Western;True Grit;2010;PG-13;22 Dec 2010;110 min;Drama, Western;Ethan Coen, Joel Coen;Joel Coen, Ethan Coen, Charles Portis;Jeff Bridges, Matt Damon, Hailee Steinfeld;A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.;English;United States;Nominated for 10 Oscars. 38 wins & 169 nominations total;https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}];80.0;7.6;344,728;tt1403865;movie;07 Jun 2011;$171,243,005;;;True;
3495;Roadside Prophets;Comedy|Drama;Roadside Prophets;1992;R;08 Oct 1992;96 min;Adventure, Comedy, Drama;Abbe Wool;Abbe Wool;John Doe, Adam Horovitz, David Anthony Marshall;Two strangers meet on the road and travel through Nevada on motorcycle to find an elusive spot where they can dump another man's ashes.;English;United States;;https://m.media-amazon.com/images/M/MV5BMTUzODA0NjU2Nl5BMl5BanBnXkFtZTcwMjMxOTUzMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}];;6.4;1,355;tt0105267;movie;10 Oct 2006;$147,724;;;True;
3496;Madame Sousatzka;Drama;Madame Sousatzka;1988;PG-13;14 Oct 1988;122 min;Drama, Music;John Schlesinger;Bernice Rubens, Ruth Prawer Jhabvala, John Schlesinger;Shirley MacLaine, Navin Chowdhry, Peggy Ashcroft;Renowned Russian piano teacher Irina Sousatzka gets a new student - Bengali piano prodigy Manek. They are both immigrants in the UK and bond quickly. When Manek's single mother's business fails, he must make a career decision.;English;United Kingdom, Canada;Nominated for 1 BAFTA Award2 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BMTUwOWIwODktZDc0OS00NDZhLThkNjAtZjE4NjgyM2IzNTlkXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}];;6.6;1,533;tt0095564;movie;28 Aug 2014;$3,548,238;;;True;
3497;Max Dugan Returns;Comedy;Max Dugan Returns;1983;PG;25 Mar 1983;98 min;Comedy, Drama;Herbert Ross;Neil Simon;Jason Robards, Marsha Mason, Donald Sutherland;An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BN2EyMTAyYWEtMzUzNi00YjYzLThmN2MtYmQzYmFlMmU5NWVhXkEyXkFqcGdeQXVyNDI4ODM5MDM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}];;6.7;3,756;tt0085919;movie;11 Aug 2010;$17,613,720;20th Century Fox;;True;
3498;Midnight Express;Drama;Midnight Express;1978;R;06 Oct 1978;121 min;Biography, Crime, Drama;Alan Parker;Oliver Stone, Billy Hayes, William Hoffer;Brad Davis, Irene Miracle, Bo Hopkins;Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.;English, Maltese, French, Turkish;United Kingdom, United States;Won 2 Oscars. 17 wins & 14 nominations total;https://m.media-amazon.com/images/M/MV5BNDU1MjQ0YWMtMWQ2MS00NTdmLTg1MGItNDA5NTNkNTRhOTIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '59/100'}];59.0;7.5;82,976;tt0077928;movie;13 Mar 2007;$35,000,000;;;True;
3499;Misery;Horror;Misery;1990;R;30 Nov 1990;107 min;Drama, Thriller;Rob Reiner;Stephen King, William Goldman;James Caan, Kathy Bates, Richard Farnsworth;After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.;English;United States;Won 1 Oscar. 5 wins & 10 nominations total;https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '75/100'}];75.0;7.8;217,453;tt0100157;movie;05 Sep 2006;$61,276,872;;;True;
3500;Mr. Saturday Night;Comedy|Drama;Mr. Saturday Night;1992;R;25 Sep 1992;119 min;Comedy, Drama;Billy Crystal;Billy Crystal, Lowell Ganz, Babaloo Mandel;Billy Crystal, David Paymer, Julie Warner;The life of Buddy Young, a comic legend in flashbacks but an old man looking for work in the present.;English;United States;Nominated for 1 Oscar. 8 nominations total;https://m.media-amazon.com/images/M/MV5BYTUyZWRhZmItNWMzYi00NzE0LTk2Y2UtNjMyOGM3ZmJkMWU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}];;5.9;6,154;tt0104928;movie;;$13,351,357;;;True;
3501;Murphy's Romance;Comedy|Romance;Murphy's Romance;1985;PG-13;31 Jan 1986;107 min;Comedy, Drama, Romance;Martin Ritt;Max Schott, Harriet Frank Jr., Irving Ravetch;Sally Field, James Garner, Brian Kerwin;Emma moves to a ranch with her son after a divorce and befriends the older Murphy, but things turn complicated when her ex shows up.;English;United States;Nominated for 2 Oscars. 4 nominations total;https://m.media-amazon.com/images/M/MV5BM2E1OTkyN2QtMjI4NS00MGRmLTkxZmMtNjgyY2NhNTkzMjEwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}];;7.0;6,493;tt0089643;movie;16 May 2000;$30,867,525;Columbia Pictures;;True;
